gene_name	panel_count	gene_synonyms	gene_description
SEPT5	1	CDCREL|CDCREL-1|CDCREL1|H5|HCDCREL-1|PNUTL1	septin 5
ELN	1	SVAS|WBS|WS	elastin
BBC3	1	JFY-1|JFY1|PUMA	BCL2 binding component 3
SOX4	1	EVI16	SRY-box 4
MIR375	1	MIRN375|hsa-mir-375|miRNA375|mir-375	microRNA 375
SEPT6	1	SEP2|SEPT2	septin 6
MIR370	1	MIRN370|hsa-mir-370|mir-370	microRNA 370
MIR372	1	MIRN372|hsa-mir-372	microRNA 372
MIR373	1	MIRN373|hsa-mir-373|miRNA373|mir-373	microRNA 373
BID	1	FP497	BH3 interacting domain death agonist
MIR379	1	MIRN379|hsa-mir-379|mir-379	microRNA 379
MED13	1	ARC250|DRIP250|HSPC221|THRAP1|TRAP240	mediator complex subunit 13
MIR573	1	MIRN573|hsa-mir-573|mir-573	microRNA 573
MED17	1	CRSP6|CRSP77|DRIP80|TRAP80	mediator complex subunit 17
INTS1	1	INT1|NET28	integrator complex subunit 1
PSME4	1	PA200	proteasome activator subunit 4
PSME2	1	PA28B|PA28beta|REGbeta	proteasome activator subunit 2
PSME1	1	HEL-S-129m|IFI5111|PA28A|PA28alpha|REGalpha	proteasome activator subunit 1
MIRLET7A1	1	LET7A1|MIRNLET7A1|let-7a-1	microRNA let-7a-1
MIRLET7A2	1	LET7A2|MIRNLET7A2|let-7a-2	microRNA let-7a-2
MIRLET7A3	1	LET7A3|MIRNLET7A3|let-7a-3	microRNA let-7a-3
MEAF6	1	C1orf149|CENP-28|EAF6|NY-SAR-91	MYST/Esa1-associated factor 6
ADH1C	1	ADH3	alcohol dehydrogenase 1C (class I), gamma polypeptide
ADH1B	1	ADH2|HEL-S-117	alcohol dehydrogenase 1B (class I), beta polypeptide
ADH1A	1	ADH1	alcohol dehydrogenase 1A (class I), alpha polypeptide
TGIF1	1	HPE4|TGIF	TGFB-induced factor homeobox 1
MUSK	1	CMS9|FADS	muscle, skeletal, receptor tyrosine kinase
MIR519D	1	MIRN519D|mir-519d	microRNA 519d
MIR802	1	MIRN802|hsa-mir-802	microRNA 802
RANBP17	1	-	RAN binding protein 17
MIR1291	1	MIRN1291|hsa-mir-1291|mir-1291	microRNA 1291
MIR1290	1	MIRN1290|hsa-mir-1290	microRNA 1290
MIR1297	1	MIRN1297|hsa-mir-1297|mir-1297	microRNA 1297
MIR1296	1	MIRN1296|hsa-mir-1296|mir-1296	microRNA 1296
GADD45A	1	DDIT1|GADD45	growth arrest and DNA damage inducible alpha
NXPE3	1	FAM55C|MST115|MSTP115	neurexophilin and PC-esterase domain family member 3
ZNF471	1	ERP1|Z1971	zinc finger protein 471
TAGLN2	1	HA1756	transgelin 2
ZMYND8	1	PRKCBP1|PRO2893|RACK7	zinc finger, MYND-type containing 8
LAS1L	1	Las1-like|dJ475B7.2	LAS1-like, ribosome biogenesis factor
ACVRL1	1	ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I	activin A receptor type IL
CFAP70	1	TTC18	cilia and flagella associated protein 70
GMPS	1	-	guanine monophosphate synthase
RSPO2	1	CRISTIN2	R-spondin 2
ATIC	1	AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
FOXA2	1	HNF3B|TCF3B	forkhead box A2
CARM1	1	PRMT4	coactivator associated arginine methyltransferase 1
CRK	1	CRKII|p38	v-crk avian sarcoma virus CT10 oncogene homolog
SDHAF1	1	LYRM8	succinate dehydrogenase complex assembly factor 1
NONO	1	NMT55|NRB54|P54|P54NRB|PPP1R114	non-POU domain containing, octamer-binding
EGF	1	HOMG4|URG	epidermal growth factor
SMARCAD1	1	ADERM|ETL1|HEL1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
B4GALT3	1	beta4Gal-T3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3
THADA	1	GITA	thyroid adenoma associated
PGK1	1	HEL-S-68p|MIG10|PGKA	phosphoglycerate kinase 1
HERC1	1	p532|p619	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
TNFRSF1B	1	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	tumor necrosis factor receptor superfamily member 1B
RBFOX2	1	FOX2|Fox-2|HNRBP2|HRNBP2|RBM9|RTA|dJ106I20.3|fxh	RNA binding protein, fox-1 homolog (C. elegans) 2
PSMD4P1	1	PSMD15|PSMD4P	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 pseudogene 1
RAN	1	ARA24|Gsp1|TC4	RAN, member RAS oncogene family
CD52	1	CDW52	CD52 molecule
FAAP100	1	C17orf70	Fanconi anemia core complex associated protein 100
ABCG2	1	ABC15|ABCP|BCRP|BCRP1|BMDP|CD338|CDw338|EST157481|GOUT1|MRX|MXR|MXR-1|MXR1|UAQTL1	ATP binding cassette subfamily G member 2 (Junior blood group)
CCR4	1	CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5	chemokine (C-C motif) receptor 4
BCAS4	1	CNOL	breast carcinoma amplified sequence 4
BCAS3	1	GAOB1|MAAB	breast carcinoma amplified sequence 3
STAT2	1	ISGF-3|P113|STAT113	signal transducer and activator of transcription 2
SEC23B	1	CDA-II|CDAII|CDAN2|HEMPAS	Sec23 homolog B, COPII coat complex component
RSPO3	1	CRISTIN1|PWTSR|THSD2	R-spondin 3
HPRT1	1	HGPRT|HPRT	hypoxanthine phosphoribosyltransferase 1
MARCKSL1	1	F52|MACMARCKS|MLP|MLP1|MRP	MARCKS-like 1
LRP2	1	DBS|GP330	LDL receptor related protein 2
CDA	1	CDD	cytidine deaminase
MIR212	1	MIRN212|mir-212	microRNA 212
MIR211	1	MIRN211|mir-211	microRNA 211
MIR210	1	MIRN210|mir-210	microRNA 210
MIR217	1	MIRN217|mir-217	microRNA 217
MIR215	1	MIRN215|miRNA215|mir-215	microRNA 215
MIR214	1	MIRN214|miRNA214|mir-214	microRNA 214
PLG	1	-	plasminogen
SLC3A2	1	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	solute carrier family 3 (amino acid transporter heavy chain), member 2
CCNL1	1	ANIA6A|BM-001|PRO1073|ania-6a	cyclin L1
OR4A16	1	OR11-117|OR4A16Q	olfactory receptor family 4 subfamily A member 16
MAP4	1	-	microtubule associated protein 4
BCL9L	1	BCL9-2|DLNB11	B-cell CLL/lymphoma 9-like
NCKIPSD	1	AF3P21|DIP|DIP1|ORF1|SPIN90|VIP54|WASLBP|WISH	NCK interacting protein with SH3 domain
MIR107	1	MIRN107|miR-107	microRNA 107
PDCD2L	1	-	programmed cell death 2-like
MIR100	1	MIRN100|miR-100	microRNA 100
APEX1	1	APE|APE1|APEN|APEX|APX|HAP1|REF1	APEX nuclease (multifunctional DNA repair enzyme) 1
NIPBL	1	CDLS|CDLS1|IDN3|IDN3-B|Scc2	Nipped-B homolog (Drosophila)
KMT2B	1	CXXC10|HRX2|MLL1B|MLL2|MLL4|TRX2|WBP-7|WBP7	lysine (K)-specific methyltransferase 2B
COL18A1	1	KNO|KNO1|KS	collagen, type XVIII, alpha 1
PKN3	1	UTDP4-1	protein kinase N3
PKN2	1	PAK2|PRK2|PRKCL2|PRO2042|Pak-2|STK7	protein kinase N2
ANKRD6	1	-	ankyrin repeat domain 6
PSMC3IP	1	GT198|HOP2|HUMGT198A|ODG3|TBPIP	PSMC3 interacting protein
ZNF750	1	ZFP750	zinc finger protein 750
MIR10B	1	MIRN10B|hsa-mir-10b|miRNA10B|mir-10b	microRNA 10b
MIR10A	1	MIRN10A|hsa-mir-10a|miRNA10A|mir-10a	microRNA 10a
ALDOA	1	ALDA|GSD12|HEL-S-87p	aldolase, fructose-bisphosphate A
MIR363	1	MIR-363|MIRN363|hsa-mir-363	microRNA 363
CYC1	1	MC3DN6|UQCR4	cytochrome c-1
MIR564	1	MIRN564|hsa-mir-564	microRNA 564
ABCC4	1	MOAT-B|MOATB|MRP4	ATP binding cassette subfamily C member 4
MIRLET7G	1	LET7G|MIRNLET7G|hsa-let-7g|let-7g	microRNA let-7g
MIRLET7D	1	LET7D|MIRNLET7D|hsa-let-7d|let-7d	microRNA let-7d
MIRLET7E	1	LET7E|MIRNLET7E|hsa-let-7e|let-7e	microRNA let-7e
MIRLET7B	1	LET7B|MIRNLET7B|hsa-let-7b|let-7b	microRNA let-7b
MIRLET7C	1	LET7C|MIRNLET7C|hsa-let-7c|let-7c	microRNA let-7c
DNAH12	1	DHC3|DLP12|DNAH12L|DNAH7L|DNAHC12|DNAHC3|DNHD2|HDHC3|HL-19|HL19	dynein, axonemal, heavy chain 12
PSMF1	1	PI31	proteasome inhibitor subunit 1
MIRLET7I	1	LET7I|MIRNLET7I|hsa-let-7i|let-7i	microRNA let-7i
RYR1	1	CCO|MHS|MHS1|PPP1R137|RYDR|RYR|RYR-1|SKRR	ryanodine receptor 1 (skeletal)
NAV1	1	POMFIL3|STEERIN1|UNC53H1	neuron navigator 1
NAV3	1	POMFIL1|STEERIN3|unc53H3	neuron navigator 3
MYCBP2	1	PAM	MYC binding protein 2, E3 ubiquitin protein ligase
MYO1D	1	PPP1R108|myr4	myosin ID
FNTA	1	FPTA|PGGT1A|PTAR2	farnesyltransferase, CAAX box, alpha
FAAP20	1	C1orf86|FP7162	Fanconi anemia core complex associated protein 20
CSNK2A1	1	CK2A1|CKII|CSNK2A3	casein kinase 2, alpha 1 polypeptide
MIR1260B	1	mir-1260b	microRNA 1260b
ZNF444	1	EZF-2|EZF2|ZSCAN17	zinc finger protein 444
EPT1	1	SELI|SEPI	ethanolaminephosphotransferase 1
L3MBTL1	1	H-L(3)MBT|L3MBTL|ZC2HC3|dJ138B7.3	l(3)mbt-like 1 (Drosophila)
MIR135B	1	MIRN135B|mir-135b	microRNA 135b
DNMT3B	1	ICF|ICF1|M.HsaIIIB	DNA (cytosine-5-)-methyltransferase 3 beta
PABPC1	1	PAB1|PABP|PABP1|PABPC2|PABPL1	poly(A) binding protein, cytoplasmic 1
MACF1	1	ABP620|ACF7|MACF|OFC4	microtubule-actin crosslinking factor 1
PABPC4	1	APP-1|APP1|PABP4|iPABP	poly(A) binding protein, cytoplasmic 4 (inducible form)
HSP90AA2P	1	HSP90AA2|HSP90ALPHA|HSPCA|HSPCAL3	heat shock protein 90kDa alpha family class A member 2, pseudogene
DCP1B	1	DCP1|hDcp1b	decapping mRNA 1B
DNM3	1	Dyna III	dynamin 3
RNF217-AS1	1	STL	RNF217 antisense RNA 1 (head to head)
TGFA	1	TFGA	transforming growth factor alpha
KNSTRN	1	C15orf23|HSD11|SKAP|TRAF4AF1	kinetochore-localized astrin/SPAG5 binding protein
FAM175B	1	ABRO1|KIAA0157	family with sequence similarity 175 member B
PIK3R6	1	C17orf38|HsT41028|p84 PIKAP|p87(PIKAP)|p87PIKAP	phosphoinositide-3-kinase regulatory subunit 6
NBEA	1	BCL8B|LYST2	neurobeachin
PIK3R4	1	VPS15|p150	phosphoinositide-3-kinase regulatory subunit 4
LINC01016	1	-	long intergenic non-protein coding RNA 1016
TICAM1	1	IIAE6|MyD88-3|PRVTIRB|TICAM-1|TRIF	toll-like receptor adaptor molecule 1
PSMA1	1	HC2|HEL-S-275|NU|PROS30	proteasome subunit alpha 1
SPTAN1	1	EIEE5|NEAS|SPTA2	spectrin, alpha, non-erythrocytic 1
DLC1	1	ARHGAP7|HP|STARD12|p122-RhoGAP	DLC1 Rho GTPase activating protein
RCC1	1	CHC1|RCC1-I|SNHG3-RCC1	regulator of chromosome condensation 1
HMGA1	1	HMG-R|HMGA1A|HMGIY	high mobility group AT-hook 1
FES	1	FPS	FES proto-oncogene, tyrosine kinase
ARFGEF2	1	BIG2|PVNH2|dJ1164I10.1	ADP ribosylation factor guanine nucleotide exchange factor 2
MLST8	1	GBL|GbetaL|LST8|POP3|WAT1	MTOR associated protein, LST8 homolog
MAPK8IP1	1	IB1|JIP-1|JIP1|PRKM8IP	mitogen-activated protein kinase 8 interacting protein 1
XKR3	1	XRG3|XTES	X-linked Kx blood group related 3
MIR449A	1	MIRN449|MIRN449A|hsa-mir-449|mir-449a	microRNA 449a
MIR449B	1	MIRN449B|mir-449b	microRNA 449b
MSN	1	HEL70	moesin
ELF3	1	EPR-1|ERT|ESE-1|ESX	E74-like factor 3 (ets domain transcription factor, epithelial-specific )
RAB35	1	H-ray|RAB1C|RAY	RAB35, member RAS oncogene family
THPO	1	MGDF|MKCSF|ML|MPLLG|THCYT1|TPO	thrombopoietin
AHDC1	1	MRD25	AT-hook DNA binding motif containing 1
MTA1	1	-	metastasis associated 1
PLAT	1	T-PA|TPA	plasminogen activator, tissue
NGF	1	Beta-NGF|HSAN5|NGFB	nerve growth factor (beta polypeptide)
PDPK1	1	PDK1|PDPK2|PDPK2P|PRO0461	3-phosphoinositide dependent protein kinase 1
NFIB	1	CTF|HMGIC/NFIB|NF-I/B|NF1-B|NFI-B|NFI-RED|NFIB2|NFIB3	nuclear factor I/B
PLEKHG1	1	ARHGEF41	pleckstrin homology and RhoGEF domain containing G1
AARS	1	CMT2N|EIEE29	alanyl-tRNA synthetase
FOLR1	1	FBP|FOLR	folate receptor 1 (adult)
ACTL6A	1	ACTL6|ARPN-BETA|Arp4|BAF53A|INO80K	actin like 6A
ACTL6B	1	ACTL6|BAF53B	actin like 6B
SELP	1	CD62|CD62P|GMP140|GRMP|LECAM3|PADGEM|PSEL	selectin P
SPATA6	1	HASH|SRF-1|SRF1	spermatogenesis associated 6
WNT11	1	HWNT11	wingless-type MMTV integration site family member 11
